0.000000000000000000e+00,7.161016426050265338e+00,6.158852193760790072e+00,6.163912106709490857e+00,9.927291761542480941e+00,4.578222392228569859e+00,6.428134832286530376e+00,4.655851870564531758e+00,6.258207486852875867e+00,2.253692030565874749e+00,5.490699451751203775e+00,2.183287886106731079e+00,5.425683796072839016e+00,8.138498348979842589e+00,3.348531672881564170e+00,4.372947656063915112e+00,4.988219159106527023e+00,4.455473779994526318e+00,5.943611737570673625e+00,2.603368983560867989e+00,9.159269845182587133e+00
0.000000000000000000e+00,3.446978730687089154e-02,2.481411572168332746e+00,-3.107234430799796776e-01,-1.566217549752198623e+00,5.133625330740565484e-01,5.849012575101232292e-01,3.142583860108345561e+00,-9.331659565307008908e-01,9.673120906645857886e-01,-6.734908100410015308e-01,6.585818610493040515e-01,2.212241258760835549e+00,3.559328273208625104e-01,-2.141658256539283656e+00,1.193967904703920890e+00,7.973275826985068981e-01,-4.585627704136929772e-02,-1.308092034642859725e+00,1.471777696488355769e+00,-1.051198929147437289e+00
0.000000000000000000e+00,-2.412738186897382953e+00,1.442964879728152683e+00,-4.277510086865863315e-01,3.467912306392443966e+00,1.399701053828825703e-01,-9.768943973301651429e-01,-1.450447479195353884e+00,4.025987391127726633e-01,-4.547923359300214408e-01,-7.923491360479697487e-01,8.497796451241409477e-01,9.001657099615483215e-01,1.354773555320236023e+00,1.175719042573029061e+00,1.401862364168690478e+00,1.847836060723694551e+00,2.089038780738502687e+00,1.133024958733452880e+00,5.157651696370683103e-01,3.399990291542095200e+00
0.000000000000000000e+00,-3.055572133149228264e+00,-2.468483631540123291e+00,-4.655528130057040137e+00,-1.928662592510333562e+00,-4.160803718442493526e+00,-3.336859229758225354e+00,-2.424937183949053221e+00,1.502421663209910552e+00,-3.127726131711829893e+00,-1.394015084425335393e+00,-1.769100510672698912e+00,-1.475736899166793181e+00,-2.396549836529893618e+00,-1.291485824356086498e+00,-3.167197759671902979e+00,-1.037887000332492926e+00,-3.484743905903870065e+00,-1.848091257591007119e+00,-1.937478521139712750e-01,-2.347178514548576622e+00
0.000000000000000000e+00,5.227477221612549130e+00,1.253460179047827694e+00,4.608451221425000632e+00,4.772798370365199716e+00,3.689795820864492093e+00,3.925179559234511117e+00,2.845354826836371309e+00,3.752136589578460857e+00,2.998332249382402281e+00,1.179505895457339637e+00,2.025731311425323256e+00,3.297020622075268026e+00,4.583447362486042564e+00,3.477597091734913270e+00,4.491243981067754909e+00,3.306240616938119103e+00,3.506081985988752869e+00,3.149332051965136881e+00,2.922534609093181857e+00,4.603010200682533082e+00
0.000000000000000000e+00,1.006804734229533871e+01,6.399438619904515235e+00,9.223333413778810552e+00,5.511472306942992283e+00,7.502963917824971851e+00,8.832773628457903925e+00,6.222877519995597240e+00,6.276623734530077492e+00,7.780769872661765341e+00,7.676874384490285586e+00,6.593045557350191821e+00,6.139414159606214838e+00,9.039053443831559065e+00,7.469013158661677032e+00,6.162916461405491653e+00,4.552306717439092765e+00,8.655945277721807329e+00,6.533110388164728555e+00,7.548302425304618701e+00,6.667935374075840471e+00
0.000000000000000000e+00,2.298144402705232459e+00,5.159127848149259954e+00,3.237995104764824994e+00,4.359786847961605538e+00,5.913857338107714412e+00,3.532959795598721087e+00,4.507409939815736344e+00,2.913849791518110077e+00,3.647247108188834019e+00,6.210779404373599988e+00,2.591771717211655890e+00,5.185918627027884753e+00,5.463935817116772675e+00,4.647579337229871044e+00,3.769762233882040015e+00,4.202940929360202027e+00,3.951544201851405091e+00,4.789564804568600564e+00,3.797676527694500592e+00,4.506375367735417470e+00
0.000000000000000000e+00,4.041507986184981860e+00,3.698630970909400517e+00,3.234987526992949114e+00,4.359598611298424409e+00,5.122263883566078313e+00,2.721212381020293058e+00,6.359004418875608522e+00,2.813784998853419594e+00,3.551168701563189423e+00,3.725241821336942039e+00,4.111989743937972897e+00,3.885101430133186540e+00,3.673147448045442687e+00,2.999479011919119031e+00,3.098517923746962666e+00,1.395281504283542695e+00,3.541158471074235869e+00,1.121623347564914219e+00,4.781839755973540385e+00,3.159386144290943221e+00
0.000000000000000000e+00,-1.328663028279865932e+00,-1.928824694510324678e+00,1.196229439125695571e-02,-9.490627675345575387e-01,-2.392371907444154289e+00,-9.171701738251367697e-01,-2.018014721889924701e+00,-1.714229924479335754e-01,-6.115648198081931053e-01,8.790443785780515107e-01,-1.381373879454428577e+00,-5.832519807941465295e-01,-4.337140594203205968e-01,-1.965805580074569070e+00,-2.125659544005081614e+00,-1.536662275033603420e+00,-9.274519501759674878e-01,1.392509643737764424e+00,-3.201692231244961384e+00,-2.356767633816476248e+00
0.000000000000000000e+00,-8.565481156757022152e-01,-6.541950724934197936e-02,-8.928912556357515573e-01,-2.479846970479455681e-01,-8.585333386186100313e-02,-1.913330492056562138e+00,-4.760530714647248640e-01,-1.736310291152759921e+00,8.490019572038144391e-01,-1.260799495381732305e+00,6.145332181414483452e-01,9.084608380309733278e-02,-6.653341354636281846e-01,-3.112247596095401025e-01,-2.547624998315479949e+00,-2.769523212457872141e+00,6.790976648291533468e-01,5.127550527586312024e-01,-5.825597442912797685e-01,-1.378646717348478878e+00
